circuit_id,label,noise_name,noise_type,noise_intensity,num_qubits,circuit_depth,max_probability,min_probability,mean_probability,std_probability,entropy,normalized_entropy,purity,participation_ratio,qubit_0_prob_one,qubit_1_prob_one,qubit_2_prob_one,qubit_3_prob_one,mean_correlation,max_correlation,num_observed_states,normalized_num_states,qubit_4_prob_one
class0_circuit20,0,no_noise,none,0.0,3,12,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-4.808983867286506e-11,1.0,0.9999999999,1.0,1.0,0.0,,0.0,0.0,1,0.125,
class0_circuit21,0,no_noise,none,0.0,4,13,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-3.606737900464879e-11,1.0,0.9999999999,1.0,0.0,1.0,0.0,0.0,0.0,1,0.0625,
class0_circuit22,0,no_noise,none,0.0,5,13,0.1396484375,0.109375,0.125,0.01209913251305065,2.9931424266023745,0.5986284853204749,0.12617111206054688,7.925744513748491,0.46875,1.0,0.46875,0.48828125,0.024107742309570312,0.2490234375,8,0.25,0.5146484375
class0_circuit23,0,no_noise,none,0.0,3,13,0.2734375,0.203125,0.25,0.028513283829407095,1.9902675177226212,0.6634225059075404,0.2532520294189453,3.948635680825578,0.5244140625,0.4765625,0.0,,0.007840474446614584,0.02352142333984375,4,0.5,
class0_circuit24,0,no_noise,none,0.0,2,6,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-7.213475800929758e-11,1.0,0.9999999999,1.0,1.0,,,0.0,0.0,1,0.25,
class0_circuit25,0,no_noise,none,0.0,4,10,0.5029296875,0.4970703125,0.5,0.0029296875,0.9999752340680255,0.24999380851700637,0.5000171661376953,1.9999313374065755,0.5029296875,0.5029296875,0.4970703125,0.0,-0.041665236155192055,0.24999141693115234,2,0.125,
class0_circuit26,0,no_noise,none,0.0,3,8,0.5146484375,0.4853515625,0.5,0.0146484375,0.9993807735695974,0.33312692452319914,0.5004291534423828,1.9982848579490424,1.0,1.0,0.4853515625,,0.0,0.0,2,0.25,
class0_circuit27,0,no_noise,none,0.0,5,14,0.150390625,0.1123046875,0.125,0.011123814208881365,2.9944722517069877,0.5988944503413975,0.1259899139404297,7.937143283383016,1.0,0.505859375,0.51171875,0.0,0.0031797409057617186,0.011110305786132812,8,0.25,0.5205078125
class0_circuit28,0,no_noise,none,0.0,2,5,0.505859375,0.494140625,0.5,0.005859375,0.99990093543709,0.499950467718545,0.5000686645507812,1.99972537911037,1.0,0.505859375,,,0.0,0.0,2,0.5,
class0_circuit29,0,no_noise,none,0.0,5,7,0.5029296875,0.4970703125,0.5,0.0029296875,0.9999752340680255,0.19999504681360508,0.5000171661376953,1.9999313374065755,0.0,1.0,0.0,1.0,0.0,0.0,2,0.0625,0.4970703125
class0_circuit30,0,no_noise,none,0.0,3,7,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-4.808983867286506e-11,1.0,0.9999999999,0.0,0.0,0.0,,0.0,0.0,1,0.125,
class0_circuit31,0,no_noise,none,0.0,5,9,0.505859375,0.494140625,0.5,0.005859375,0.99990093543709,0.199980187087418,0.5000686645507812,1.99972537911037,0.0,0.0,0.0,0.505859375,0.024996566772460937,0.24996566772460938,2,0.0625,0.505859375
class0_circuit32,0,no_noise,none,0.0,5,15,0.267578125,0.2216796875,0.25,0.017096817773448826,1.9965550884329084,0.39931101768658167,0.25116920471191406,3.981379806289714,0.0,1.0,0.5234375,0.5224609375,0.02377004623413086,0.2494955062866211,4,0.125,0.5224609375
class0_circuit33,0,no_noise,none,0.0,4,14,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-3.606737900464879e-11,1.0,0.9999999999,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0625,
class0_circuit34,0,no_noise,none,0.0,2,5,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-7.213475800929758e-11,1.0,0.9999999999,1.0,0.0,,,0.0,0.0,1,0.25,
class0_circuit35,0,no_noise,none,0.0,2,14,0.509765625,0.490234375,0.5,0.009765625,0.9997248099724305,0.49986240498621526,0.5001907348632812,1.9992373510745045,0.0,0.509765625,,,0.0,0.0,2,0.5,
class0_circuit36,0,no_noise,none,0.0,4,15,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-3.606737900464879e-11,1.0,0.9999999999,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0625,
class0_circuit37,0,no_noise,none,0.0,2,14,0.509765625,0.490234375,0.5,0.009765625,0.9997248099724305,0.49986240498621526,0.5001907348632812,1.9992373510745045,0.490234375,1.0,,,0.0,0.0,2,0.5,
class0_circuit38,0,no_noise,none,0.0,3,9,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-4.808983867286506e-11,1.0,0.9999999999,0.0,1.0,0.0,,0.0,0.0,1,0.125,
class0_circuit39,0,no_noise,none,0.0,2,14,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-7.213475800929758e-11,1.0,0.9999999999,1.0,1.0,,,0.0,0.0,1,0.25,
class0_circuit40,0,no_noise,none,0.0,2,10,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-7.213475800929758e-11,1.0,0.9999999999,1.0,0.0,,,0.0,0.0,1,0.25,
class0_circuit41,0,no_noise,none,0.0,3,8,0.5048828125,0.4951171875,0.5,0.0048828125,0.9999312055576379,0.33331040185254596,0.5000476837158203,1.9998092829249545,0.0,0.4951171875,0.0,,0.0,0.0,2,0.25,
class0_circuit42,0,no_noise,none,0.0,2,9,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-7.213475800929758e-11,1.0,0.9999999999,1.0,1.0,,,0.0,0.0,1,0.25,
class0_circuit43,0,no_noise,none,0.0,5,15,0.0830078125,0.044921875,0.0625,0.009442909963776228,3.98325765259798,0.796651530519596,0.06392669677734375,15.642916791379063,0.5380859375,0.4931640625,0.0,0.5107421875,0.000208282470703125,0.022513389587402344,16,0.5,0.4951171875
class0_circuit44,0,no_noise,none,0.0,5,8,0.5107421875,0.4892578125,0.5,0.0107421875,0.9996670156802601,0.199933403136052,0.5002307891845703,1.9990772687746774,0.0,0.0,1.0,0.4892578125,0.0,0.0,2,0.0625,0.0
class0_circuit45,0,no_noise,none,0.0,3,9,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-4.808983867286506e-11,1.0,0.9999999999,1.0,0.0,1.0,,0.0,0.0,1,0.125,
class0_circuit46,0,no_noise,none,0.0,4,14,0.5322265625,0.4677734375,0.5,0.0322265625,0.9970012957811214,0.24925032394528035,0.5020771026611328,1.9917259610139162,1.0,0.4677734375,1.0,1.0,0.0,0.0,2,0.125,
class0_circuit47,0,no_noise,none,0.0,3,13,0.5205078125,0.4794921875,0.5,0.0205078125,0.9987861496536924,0.3329287165512308,0.5008411407470703,1.9966410872491518,1.0,0.4794921875,1.0,,0.0,0.0,2,0.25,
class0_circuit48,0,no_noise,none,0.0,2,13,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-7.213475800929758e-11,1.0,0.9999999999,0.0,1.0,,,0.0,0.0,1,0.25,
class0_circuit49,0,no_noise,none,0.0,3,6,0.2666015625,0.236328125,0.25,0.01229460772657634,1.998259896504074,0.6660866321680247,0.25060462951660156,3.9903492666112896,0.4765625,0.4765625,0.4931640625,,0.08401997884114583,0.24945068359375,4,0.5,
class0_circuit50,0,no_noise,none,0.0,4,5,0.140625,0.1142578125,0.125,0.008067730293876125,2.9970228743310194,0.7492557185827549,0.1255207061767578,7.966813043539782,0.4912109375,0.0,0.505859375,0.5234375,-0.0009565353393554688,0.00614166259765625,8,0.5,
class0_circuit51,0,no_noise,none,0.0,5,10,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-2.8853903203719033e-11,1.0,0.9999999999,0.0,0.0,1.0,1.0,0.0,0.0,1,0.03125,0.0
class0_circuit52,0,no_noise,none,0.0,3,8,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-4.808983867286506e-11,1.0,0.9999999999,0.0,1.0,0.0,,0.0,0.0,1,0.125,
class0_circuit53,0,no_noise,none,0.0,2,11,0.2626953125,0.2333984375,0.25,0.011325599125725783,1.9985106138098931,0.9992553069049466,0.25051307678222656,3.991807583242965,0.5087890625,0.49609375,,,0.010288238525390625,0.010288238525390625,4,1.0,
class0_circuit54,0,no_noise,none,0.0,3,13,0.15625,0.1015625,0.125,0.01613546058775225,2.9881574271304627,0.9960524757101542,0.12708282470703125,7.8688839465006275,0.50390625,0.4970703125,0.53515625,,-0.009122212727864584,0.020893096923828125,8,1.0,
class0_circuit55,0,no_noise,none,0.0,3,11,0.51171875,0.48828125,0.5,0.01171875,0.9996037153983091,0.333201238466103,0.500274658203125,1.9989019699536386,1.0,0.0,0.48828125,,0.0,0.0,2,0.25,
class0_circuit56,0,no_noise,none,0.0,2,8,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-7.213475800929758e-11,1.0,0.9999999999,0.0,1.0,,,0.0,0.0,1,0.25,
class0_circuit57,0,no_noise,none,0.0,3,10,0.2646484375,0.232421875,0.25,0.011616579348994452,1.9984328356918706,0.6661442785639569,0.25053977966308594,3.991382130796213,0.4970703125,0.0,0.486328125,,-0.003105799357096354,0.009317398071289062,4,0.5,
class0_circuit58,0,no_noise,none,0.0,5,8,0.5048828125,0.4951171875,0.5,0.0048828125,0.9999312055576379,0.19998624111152757,0.5000476837158203,1.9998092829249545,1.0,0.0,0.0,1.0,0.0,0.0,2,0.0625,0.4951171875
class0_circuit59,0,no_noise,none,0.0,4,8,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-3.606737900464879e-11,1.0,0.9999999999,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0625,
class0_circuit60,0,no_noise,none,0.0,4,9,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-3.606737900464879e-11,1.0,0.9999999999,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0625,
class0_circuit61,0,no_noise,none,0.0,2,14,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-7.213475800929758e-11,1.0,0.9999999999,0.0,0.0,,,0.0,0.0,1,0.25,
class0_circuit62,0,no_noise,none,0.0,4,7,0.5048828125,0.4951171875,0.5,0.0048828125,0.9999312055576379,0.24998280138940948,0.5000476837158203,1.9998092829249545,0.5048828125,0.4951171875,1.0,0.0,-0.04166269302368164,0.24997615814208984,2,0.125,
class0_circuit63,0,no_noise,none,0.0,4,6,0.263671875,0.2255859375,0.25,0.014501213286052243,1.9975248712213736,0.4993812178053434,0.2508411407470703,3.9865868757536367,0.48046875,1.0,0.0,0.4814453125,-0.0009555816650390625,0.005733489990234375,4,0.25,
class0_circuit64,0,no_noise,none,0.0,3,13,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-4.808983867286506e-11,1.0,0.9999999999,1.0,1.0,1.0,,0.0,0.0,1,0.125,
class0_circuit65,0,no_noise,none,0.0,2,9,0.5205078125,0.4794921875,0.5,0.0205078125,0.9987861496536924,0.4993930748268462,0.5008411407470703,1.9966410872491518,0.4794921875,1.0,,,0.0,0.0,2,0.5,
class0_circuit66,0,no_noise,none,0.0,4,9,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-3.606737900464879e-11,1.0,0.9999999999,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0625,
class0_circuit67,0,no_noise,none,0.0,3,6,0.501953125,0.498046875,0.5,0.001953125,0.9999889927938135,0.3333296642646045,0.5000076293945312,1.9999694824875414,0.0,0.501953125,0.0,,0.0,0.0,2,0.25,
class0_circuit68,0,no_noise,none,0.0,4,8,0.259765625,0.23828125,0.25,0.007933631254527305,1.9992709173563312,0.4998177293390828,0.25025177001953125,3.9959757308503994,0.0,0.5078125,0.0,0.513671875,-0.00018056233723958334,0.0010833740234375,4,0.25,
class0_circuit69,0,no_noise,none,0.0,2,15,0.501953125,0.498046875,0.5,0.001953125,0.9999889927938135,0.49999449639690674,0.5000076293945312,1.9999694824875414,0.501953125,0.501953125,,,0.24999618530273438,0.24999618530273438,2,0.5,
class0_circuit70,0,no_noise,none,0.0,5,13,0.26171875,0.2373046875,0.25,0.010852593149850034,1.998639476509231,0.3997278953018462,0.2504711151123047,3.9924763346559082,0.478515625,1.0,0.4970703125,1.0,-5.512237548828125e-05,0.0005512237548828125,4,0.125,0.0
class0_circuit71,0,no_noise,none,0.0,3,14,0.5029296875,0.4970703125,0.5,0.0029296875,0.9999752340680255,0.33332507802267514,0.5000171661376953,1.9999313374065755,0.0,0.4970703125,0.5029296875,,-0.08333047231038411,0.24999141693115234,2,0.25,
class0_circuit72,0,no_noise,none,0.0,3,8,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-4.808983867286506e-11,1.0,0.9999999999,0.0,0.0,0.0,,0.0,0.0,1,0.125,
class0_circuit73,0,no_noise,none,0.0,3,15,0.267578125,0.234375,0.25,0.013010656830541239,1.9980498685024926,0.6660166228341642,0.25067710876464844,3.9891955213985804,0.4755859375,0.498046875,0.0,,0.0014489491780598958,0.0043468475341796875,4,0.5,
class0_circuit74,0,no_noise,none,0.0,4,8,0.5068359375,0.4931640625,0.5,0.0068359375,0.9998651611123257,0.24996629027808143,0.5000934600830078,1.999626229133356,0.0,0.0,1.0,0.4931640625,0.0,0.0,2,0.125,
class0_circuit75,0,no_noise,none,0.0,3,13,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-4.808983867286506e-11,1.0,0.9999999999,1.0,1.0,1.0,,0.0,0.0,1,0.125,
class0_circuit76,0,no_noise,none,0.0,2,7,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-7.213475800929758e-11,1.0,0.9999999999,0.0,0.0,,,0.0,0.0,1,0.25,
class0_circuit77,0,no_noise,none,0.0,2,7,0.5068359375,0.4931640625,0.5,0.0068359375,0.9998651611123257,0.49993258055616285,0.5000934600830078,1.999626229133356,0.4931640625,0.4931640625,,,0.2499532699584961,0.2499532699584961,2,0.5,
class0_circuit78,0,no_noise,none,0.0,5,13,0.2255859375,0.0283203125,0.125,0.0918228437337227,2.5618179666851324,0.5123635933370265,0.19245147705078125,5.196114962612229,0.1337890625,0.0,0.482421875,0.0,-0.0007403373718261718,0.008077621459960938,8,0.25,0.4873046875
class0_circuit79,0,no_noise,none,0.0,5,12,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-2.8853903203719033e-11,1.0,0.9999999999,1.0,0.0,0.0,0.0,0.0,0.0,1,0.03125,1.0
class0_circuit80,0,no_noise,none,0.0,3,9,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-4.808983867286506e-11,1.0,0.9999999999,1.0,0.0,0.0,,0.0,0.0,1,0.125,
class0_circuit81,0,no_noise,none,0.0,4,15,0.5029296875,0.4970703125,0.5,0.0029296875,0.9999752340680255,0.24999380851700637,0.5000171661376953,1.9999313374065755,1.0,0.4970703125,0.0,0.5029296875,-0.041665236155192055,0.24999141693115234,2,0.125,
class0_circuit82,0,no_noise,none,0.0,4,12,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-3.606737900464879e-11,1.0,0.9999999999,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0625,
class0_circuit83,0,no_noise,none,0.0,2,6,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-7.213475800929758e-11,1.0,0.9999999999,0.0,1.0,,,0.0,0.0,1,0.25,
class0_circuit84,0,no_noise,none,0.0,4,11,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-3.606737900464879e-11,1.0,0.9999999999,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0625,
class0_circuit85,0,no_noise,none,0.0,2,6,0.5146484375,0.4853515625,0.5,0.0146484375,0.9993807735695974,0.4996903867847987,0.5004291534423828,1.9982848579490424,0.4853515625,0.4853515625,,,0.2497854232788086,0.2497854232788086,2,0.5,
class0_circuit86,0,no_noise,none,0.0,2,10,0.501953125,0.498046875,0.5,0.001953125,0.9999889927938135,0.49999449639690674,0.5000076293945312,1.9999694824875414,0.0,0.501953125,,,0.0,0.0,2,0.5,
class0_circuit87,0,no_noise,none,0.0,4,8,0.5009765625,0.4990234375,0.5,0.0009765625,0.9999972479872976,0.2499993119968244,0.5000019073486328,1.9999923702345754,0.0,0.0,0.0,0.5009765625,0.0,0.0,2,0.125,
class0_circuit88,0,no_noise,none,0.0,5,6,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-2.8853903203719033e-11,1.0,0.9999999999,1.0,0.0,0.0,0.0,0.0,0.0,1,0.03125,0.0
class0_circuit89,0,no_noise,none,0.0,5,11,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-2.8853903203719033e-11,1.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,0.03125,1.0
class0_circuit90,0,no_noise,none,0.0,2,9,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-7.213475800929758e-11,1.0,0.9999999999,1.0,0.0,,,0.0,0.0,1,0.25,
class0_circuit91,0,no_noise,none,0.0,5,5,0.51171875,0.48828125,0.5,0.01171875,0.9996037153983091,0.19992074307966182,0.500274658203125,1.9989019699536386,0.48828125,0.48828125,0.0,0.0,0.02498626708984375,0.2498626708984375,2,0.0625,0.0
class0_circuit92,0,no_noise,none,0.0,5,8,0.505859375,0.494140625,0.5,0.005859375,0.99990093543709,0.199980187087418,0.5000686645507812,1.99972537911037,0.0,1.0,0.0,0.494140625,0.0,0.0,2,0.0625,1.0
class0_circuit93,0,no_noise,none,0.0,4,7,0.53125,0.46875,0.5,0.03125,0.9971803986057253,0.24929509965143132,0.501953125,1.9922178984357917,0.53125,0.0,0.0,1.0,0.0,0.0,2,0.125,
class0_circuit94,0,no_noise,none,0.0,4,10,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-3.606737900464879e-11,1.0,0.9999999999,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0625,
class0_circuit95,0,no_noise,none,0.0,5,14,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-2.8853903203719033e-11,1.0,0.9999999999,0.0,1.0,0.0,0.0,0.0,0.0,1,0.03125,0.0
class0_circuit96,0,no_noise,none,0.0,2,6,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-7.213475800929758e-11,1.0,0.9999999999,0.0,0.0,,,0.0,0.0,1,0.25,
class0_circuit97,0,no_noise,none,0.0,3,13,0.2607421875,0.232421875,0.25,0.011779627033022284,1.9983859409166493,0.6661286469722164,0.25055503845214844,3.9911390558281203,0.521484375,0.478515625,0.5068359375,,-0.08317947387695312,0.24953842163085938,4,0.5,
class0_circuit98,0,no_noise,none,0.0,2,6,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-7.213475800929758e-11,1.0,0.9999999999,0.0,0.0,,,0.0,0.0,1,0.25,
class0_circuit99,0,no_noise,none,0.0,2,6,0.5078125,0.4921875,0.5,0.0078125,0.9998238823103338,0.4999119411551669,0.5001220703125,1.999511837530388,0.4921875,1.0,,,0.0,0.0,2,0.5,
class0_circuit100,0,no_noise,none,0.0,2,14,0.51953125,0.48046875,0.5,0.01953125,0.9988990306552707,0.4994495153276354,0.500762939453125,1.9969528913069892,0.0,0.48046875,,,0.0,0.0,2,0.5,
class0_circuit101,0,no_noise,none,0.0,3,5,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-4.808983867286506e-11,1.0,0.9999999999,1.0,0.0,0.0,,0.0,0.0,1,0.125,
class0_circuit102,0,no_noise,none,0.0,2,8,0.51171875,0.48828125,0.5,0.01171875,0.9996037153983091,0.49980185769915453,0.500274658203125,1.9989019699536386,0.48828125,0.51171875,,,-0.2498626708984375,0.2498626708984375,2,0.5,
class0_circuit103,0,no_noise,none,0.0,2,11,0.5068359375,0.4931640625,0.5,0.0068359375,0.9998651611123257,0.49993258055616285,0.5000934600830078,1.999626229133356,0.4931640625,0.0,,,0.0,0.0,2,0.5,
class0_circuit104,0,no_noise,none,0.0,4,10,0.267578125,0.2373046875,0.25,0.010983615116408196,1.9986196147108324,0.4996549036777081,0.25048255920410156,3.9922939256858085,0.0,1.0,0.5048828125,0.5146484375,0.0012901624043782551,0.007740974426269531,4,0.25,
class0_circuit105,0,no_noise,none,0.0,4,11,0.2587890625,0.2412109375,0.25,0.00621480569402239,1.9995541285188063,0.4998885321297016,0.2501544952392578,3.997529601232258,0.5087890625,0.0,0.5087890625,1.0,-1.2874603271484375e-05,7.724761962890625e-05,4,0.25,
class0_circuit106,0,no_noise,none,0.0,4,12,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-3.606737900464879e-11,1.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0625,
class0_circuit107,0,no_noise,none,0.0,5,5,0.263671875,0.240234375,0.25,0.009790008620978233,1.998897508384511,0.39977950167690224,0.2503833770751953,3.993875357389607,0.0,0.0,0.50390625,1.0,-0.0009258270263671875,0.009258270263671875,4,0.125,0.4951171875
class0_circuit108,0,no_noise,none,0.0,3,9,0.5087890625,0.4912109375,0.5,0.0087890625,0.9997770987160675,0.3332590329053558,0.5001544952392578,1.9993822095344638,0.5087890625,0.4912109375,1.0,,-0.08330758412679036,0.2499227523803711,2,0.25,
class0_circuit109,0,no_noise,none,0.0,3,6,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-4.808983867286506e-11,1.0,0.9999999999,0.0,1.0,1.0,,0.0,0.0,1,0.125,
class0_circuit110,0,no_noise,none,0.0,3,10,0.51171875,0.48828125,0.5,0.01171875,0.9996037153983091,0.333201238466103,0.500274658203125,1.9989019699536386,0.0,0.48828125,0.0,,0.0,0.0,2,0.25,
class0_circuit111,0,no_noise,none,0.0,5,13,0.142578125,0.11328125,0.125,0.009618025197066508,2.9957699092847276,0.5991539818569456,0.12574005126953125,7.95291547210482,0.4814453125,0.0,1.0,0.5205078125,-0.0008450508117675781,0.0069255828857421875,8,0.25,0.521484375
class0_circuit112,0,no_noise,none,0.0,2,12,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-7.213475800929758e-11,1.0,0.9999999999,0.0,1.0,,,0.0,0.0,1,0.25,
class0_circuit113,0,no_noise,none,0.0,2,8,0.5,0.5,0.5,0.0,0.9999999997114609,0.49999999985573046,0.5,1.9999999996,1.0,0.5,,,0.0,0.0,2,0.5,
class0_circuit114,0,no_noise,none,0.0,4,12,0.5048828125,0.4951171875,0.5,0.0048828125,0.9999312055576379,0.24998280138940948,0.5000476837158203,1.9998092829249545,0.5048828125,0.0,0.0,0.0,0.0,0.0,2,0.125,
class0_circuit115,0,no_noise,none,0.0,5,6,1.0,1.0,1.0,0.0,-1.4426951601859516e-10,-2.8853903203719033e-11,1.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,0.03125,0.0
